rowid,sampid,Lat,Long,Link (URL),Hyperlink,Language,Reference Type,Authors (separate with//),study_year,Journal,Volume,Issue,Pages,study_country,study_continent,authorid,affiliation_country,affiliation_continent,uniqueauthor,lead_author
75,96,10.55555556,32.15,https://www.persee.fr/doc/ecmed_0153-8756_2011_num_37_2_1336,https://www.persee.fr/doc/ecmed_0153-8756_2011_num_37_2_1336,French,Journal article,Mouldi Gamoun // Azaiez Ouled Belgacem // Belgacem Hanchi // Mohamed Neffati,2011,Ecologia Mediterranea,37,2,33-44,South Sudan,Africa,2,Tunisia,Africa,96 2,0
76,96,10.55555556,32.15,https://www.persee.fr/doc/ecmed_0153-8756_2011_num_37_2_1336,https://www.persee.fr/doc/ecmed_0153-8756_2011_num_37_2_1336,French,Journal article,Mouldi Gamoun // Azaiez Ouled Belgacem // Belgacem Hanchi // Mohamed Neffati,2011,Ecologia Mediterranea,37,2,33-44,South Sudan,Africa,3,Tunisia,Africa,96 3,0
77,96,10.55555556,32.15,https://www.persee.fr/doc/ecmed_0153-8756_2011_num_37_2_1336,https://www.persee.fr/doc/ecmed_0153-8756_2011_num_37_2_1336,French,Journal article,Mouldi Gamoun // Azaiez Ouled Belgacem // Belgacem Hanchi // Mohamed Neffati,2011,Ecologia Mediterranea,37,2,33-44,South Sudan,Africa,4,Tunisia,Africa,96 4,1
78,71,10.55555556,32.15,https://www.persee.fr/doc/ecmed_0153-8756_2010_num_36_2_1362,https://www.persee.fr/doc/ecmed_0153-8756_2010_num_36_2_1362,French,Journal article,Mouldi Gamoun // Mohamed Cha?eb // Azaiez Ouled Belgacem,2010,Ecologia Mediterranea,36,2,43967,South Sudan,Africa,1,Tunisia,Africa,71 1,1
79,71,10.55555556,32.15,https://www.persee.fr/doc/ecmed_0153-8756_2010_num_36_2_1362,https://www.persee.fr/doc/ecmed_0153-8756_2010_num_36_2_1362,French,Journal article,Mouldi Gamoun // Mohamed Cha?eb // Azaiez Ouled Belgacem,2010,Ecologia Mediterranea,36,2,43967,South Sudan,Africa,2,Tunisia,Africa,71 2,0
80,71,10.55555556,32.15,https://www.persee.fr/doc/ecmed_0153-8756_2010_num_36_2_1362,https://www.persee.fr/doc/ecmed_0153-8756_2010_num_36_2_1362,French,Journal article,Mouldi Gamoun // Mohamed Cha?eb // Azaiez Ouled Belgacem,2010,Ecologia Mediterranea,36,2,43967,South Sudan,Africa,3,Tunisia,Africa,71 3,1
81,42,4.433717,15.261038,https://revues.cirad.fr/index.php/BFT/article/view/31698,https://revues.cirad.fr/index.php/BFT/article/view/31698,French,Journal article,"Peroches, Adrien/ Dubiez, Emilien/ Peltier, Regis/ Proces, Pierre/ Diowo, Simon/ Yamba-Yamba, Timothee/ Vermeulen, Cedric",2019,BOIS ET FORETS DES TROPIQUES,340,,71-90,Central African Republic,Africa,1,France,Europe,42 1,1
82,42,4.433717,15.261038,https://revues.cirad.fr/index.php/BFT/article/view/31698,https://revues.cirad.fr/index.php/BFT/article/view/31698,French,Journal article,"Peroches, Adrien/ Dubiez, Emilien/ Peltier, Regis/ Proces, Pierre/ Diowo, Simon/ Yamba-Yamba, Timothee/ Vermeulen, Cedric",2019,BOIS ET FORETS DES TROPIQUES,340,,71-90,Central African Republic,Africa,2,France,Europe,42 2,0
83,42,4.433717,15.261038,https://revues.cirad.fr/index.php/BFT/article/view/31698,https://revues.cirad.fr/index.php/BFT/article/view/31698,French,Journal article,"Peroches, Adrien/ Dubiez, Emilien/ Peltier, Regis/ Proces, Pierre/ Diowo, Simon/ Yamba-Yamba, Timothee/ Vermeulen, Cedric",2019,BOIS ET FORETS DES TROPIQUES,340,,71-90,Central African Republic,Africa,3,France,Europe,42 3,0
84,42,4.433717,15.261038,https://revues.cirad.fr/index.php/BFT/article/view/31698,https://revues.cirad.fr/index.php/BFT/article/view/31698,French,Journal article,"Peroches, Adrien/ Dubiez, Emilien/ Peltier, Regis/ Proces, Pierre/ Diowo, Simon/ Yamba-Yamba, Timothee/ Vermeulen, Cedric",2019,BOIS ET FORETS DES TROPIQUES,340,,71-90,Central African Republic,Africa,4,Democratic Republic of the Congo,Africa,42 4,0
85,42,4.433717,15.261038,https://revues.cirad.fr/index.php/BFT/article/view/31698,https://revues.cirad.fr/index.php/BFT/article/view/31698,French,Journal article,"Peroches, Adrien/ Dubiez, Emilien/ Peltier, Regis/ Proces, Pierre/ Diowo, Simon/ Yamba-Yamba, Timothee/ Vermeulen, Cedric",2019,BOIS ET FORETS DES TROPIQUES,340,,71-90,Central African Republic,Africa,5,Democratic Republic of the Congo,Africa,42 5,0
86,42,4.433717,15.261038,https://revues.cirad.fr/index.php/BFT/article/view/31698,https://revues.cirad.fr/index.php/BFT/article/view/31698,French,Journal article,"Peroches, Adrien/ Dubiez, Emilien/ Peltier, Regis/ Proces, Pierre/ Diowo, Simon/ Yamba-Yamba, Timothee/ Vermeulen, Cedric",2019,BOIS ET FORETS DES TROPIQUES,340,,71-90,Central African Republic,Africa,6,Belgium,Europe,42 6,0
87,42,4.433717,15.261038,https://revues.cirad.fr/index.php/BFT/article/view/31698,https://revues.cirad.fr/index.php/BFT/article/view/31698,French,Journal article,"Peroches, Adrien/ Dubiez, Emilien/ Peltier, Regis/ Proces, Pierre/ Diowo, Simon/ Yamba-Yamba, Timothee/ Vermeulen, Cedric",2019,BOIS ET FORETS DES TROPIQUES,340,,71-90,Central African Republic,Africa,7,Belgium,Europe,42 7,1
88,56,-19.821951,47.042169,https://popups.uliege.be/1780-4507/index.php?id=13314,https://popups.uliege.be/1780-4507/index.php?id=13314,French,Journal article,"Rakotomanga, Diane/ Blanchart, Eric/ Rabary, Bodovololona/ Randriamanantsoa, Richard/ Razafindrakoto, Malalatiana/ Autfray, Patrice",2016,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,20,4,495-507,Madagascar,Africa,1,France,Europe,56 1,1
89,56,-19.821951,47.042169,https://popups.uliege.be/1780-4507/index.php?id=13314,https://popups.uliege.be/1780-4507/index.php?id=13314,French,Journal article,"Rakotomanga, Diane/ Blanchart, Eric/ Rabary, Bodovololona/ Randriamanantsoa, Richard/ Razafindrakoto, Malalatiana/ Autfray, Patrice",2016,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,20,4,495-507,Madagascar,Africa,2,Madagascar,Africa,56 2,0
90,56,-19.821951,47.042169,https://popups.uliege.be/1780-4507/index.php?id=13314,https://popups.uliege.be/1780-4507/index.php?id=13314,French,Journal article,"Rakotomanga, Diane/ Blanchart, Eric/ Rabary, Bodovololona/ Randriamanantsoa, Richard/ Razafindrakoto, Malalatiana/ Autfray, Patrice",2016,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,20,4,495-507,Madagascar,Africa,3,Madagascar,Africa,56 3,0
91,56,-19.821951,47.042169,https://popups.uliege.be/1780-4507/index.php?id=13314,https://popups.uliege.be/1780-4507/index.php?id=13314,French,Journal article,"Rakotomanga, Diane/ Blanchart, Eric/ Rabary, Bodovololona/ Randriamanantsoa, Richard/ Razafindrakoto, Malalatiana/ Autfray, Patrice",2016,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,20,4,495-507,Madagascar,Africa,4,Madagascar,Africa,56 4,0
92,56,-19.821951,47.042169,https://popups.uliege.be/1780-4507/index.php?id=13314,https://popups.uliege.be/1780-4507/index.php?id=13314,French,Journal article,"Rakotomanga, Diane/ Blanchart, Eric/ Rabary, Bodovololona/ Randriamanantsoa, Richard/ Razafindrakoto, Malalatiana/ Autfray, Patrice",2016,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,20,4,495-507,Madagascar,Africa,5,Madagascar,Africa,56 5,0
93,56,-19.821951,47.042169,https://popups.uliege.be/1780-4507/index.php?id=13314,https://popups.uliege.be/1780-4507/index.php?id=13314,French,Journal article,"Rakotomanga, Diane/ Blanchart, Eric/ Rabary, Bodovololona/ Randriamanantsoa, Richard/ Razafindrakoto, Malalatiana/ Autfray, Patrice",2016,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,20,4,495-507,Madagascar,Africa,6,Madagascar,Africa,56 6,1
94,55,14.6582,49.6452,https://revues.cirad.fr/index.php/BFT/article/view/BFT322-51-64,https://revues.cirad.fr/index.php/BFT/article/view/BFT322-51-64,French,Journal article,"Rakotondrabe, Manohisoa/ Aubert, Sigrid/ Razafiarijaona, Jules/ Ramananarivo, Sylvain/ Ramananarivo, Romaine/ Antona, Martine",2014,BOIS ET FORETS DES TROPIQUES,322,,51-64,Madagascar,Africa,1,Madagascar,Africa,55 1,1
95,55,14.6582,49.6452,https://revues.cirad.fr/index.php/BFT/article/view/BFT322-51-65,https://revues.cirad.fr/index.php/BFT/article/view/BFT322-51-65,French,Journal article,"Rakotondrabe, Manohisoa/ Aubert, Sigrid/ Razafiarijaona, Jules/ Ramananarivo, Sylvain/ Ramananarivo, Romaine/ Antona, Martine",2014,BOIS ET FORETS DES TROPIQUES,323,,51-65,Madagascar,Africa,2,Madagascar,Africa,55 2,0
96,55,14.6582,49.6452,https://revues.cirad.fr/index.php/BFT/article/view/BFT322-51-67,https://revues.cirad.fr/index.php/BFT/article/view/BFT322-51-67,French,Journal article,"Rakotondrabe, Manohisoa/ Aubert, Sigrid/ Razafiarijaona, Jules/ Ramananarivo, Sylvain/ Ramananarivo, Romaine/ Antona, Martine",2014,BOIS ET FORETS DES TROPIQUES,325,,51-67,Madagascar,Africa,3,Madagascar,Africa,55 3,0
97,55,14.6582,49.6452,https://revues.cirad.fr/index.php/BFT/article/view/BFT322-51-68,https://revues.cirad.fr/index.php/BFT/article/view/BFT322-51-68,French,Journal article,"Rakotondrabe, Manohisoa/ Aubert, Sigrid/ Razafiarijaona, Jules/ Ramananarivo, Sylvain/ Ramananarivo, Romaine/ Antona, Martine",2014,BOIS ET FORETS DES TROPIQUES,326,,51-68,Madagascar,Africa,4,Madagascar,Africa,55 4,0
98,55,14.6582,49.6452,https://revues.cirad.fr/index.php/BFT/article/view/BFT322-51-69,https://revues.cirad.fr/index.php/BFT/article/view/BFT322-51-69,French,Journal article,"Rakotondrabe, Manohisoa/ Aubert, Sigrid/ Razafiarijaona, Jules/ Ramananarivo, Sylvain/ Ramananarivo, Romaine/ Antona, Martine",2014,BOIS ET FORETS DES TROPIQUES,327,,51-69,Madagascar,Africa,5,Madagascar,Africa,55 5,0
99,55,14.6582,49.6452,https://revues.cirad.fr/index.php/BFT/article/view/BFT322-51-70,https://revues.cirad.fr/index.php/BFT/article/view/BFT322-51-70,French,Journal article,"Rakotondrabe, Manohisoa/ Aubert, Sigrid/ Razafiarijaona, Jules/ Ramananarivo, Sylvain/ Ramananarivo, Romaine/ Antona, Martine",2014,BOIS ET FORETS DES TROPIQUES,328,,51-70,Madagascar,Africa,6,France,Europe,55 6,1
100,30,11.25111111,5.486388889,https://popups.uliege.be/1780-4507/index.php?id=9877,https://popups.uliege.be/1780-4507/index.php?id=9877,French,Journal article,"Sanogo, Sidi/ Sacande, Moctar/ Van Damme, Patrick/ NDiaye, Ibrahima",2013,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,17,2,321-331,Nigeria,Africa,1,Belgium,Europe,30 1,1
101,30,11.25111111,5.486388889,https://popups.uliege.be/1780-4507/index.php?id=9877,https://popups.uliege.be/1780-4507/index.php?id=9877,French,Journal article,"Sanogo, Sidi/ Sacande, Moctar/ Van Damme, Patrick/ NDiaye, Ibrahima",2013,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,17,2,321-331,Nigeria,Africa,2,UK,Europe,30 2,0
102,30,11.25111111,5.486388889,https://popups.uliege.be/1780-4507/index.php?id=9877,https://popups.uliege.be/1780-4507/index.php?id=9877,French,Journal article,"Sanogo, Sidi/ Sacande, Moctar/ Van Damme, Patrick/ NDiaye, Ibrahima",2013,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,17,2,321-331,Nigeria,Africa,3,Czech Republic,Europe,30 3,0
103,30,11.25111111,5.486388889,https://popups.uliege.be/1780-4507/index.php?id=9877,https://popups.uliege.be/1780-4507/index.php?id=9877,French,Journal article,"Sanogo, Sidi/ Sacande, Moctar/ Van Damme, Patrick/ NDiaye, Ibrahima",2013,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,17,2,321-331,Nigeria,Africa,4,Mali,Africa,30 4,1
104,3,4.00137,29.332568,https://revues.cirad.fr/index.php/BFT/article/view/ID-BFT-160617,https://revues.cirad.fr/index.php/BFT/article/view/ID-BFT-160617,French,Journal article,"Semeki Ngabinzeke, Jean/ Linchant, Julie/ Quevauvillers, Samuel/ Kahindo Muhongya, Jean-Marie/ Lejeune, Philippe/ Vermeulen, Cedric",2016,BOIS ET FORETS DES TROPIQUES,330,,69-83,Democratic Republic of the Congo,Africa,1,Democratic Republic of the Congo,Africa,3 1,1
105,3,4.00137,29.332568,https://revues.cirad.fr/index.php/BFT/article/view/ID-BFT-160617,https://revues.cirad.fr/index.php/BFT/article/view/ID-BFT-160617,French,Journal article,"Semeki Ngabinzeke, Jean/ Linchant, Julie/ Quevauvillers, Samuel/ Kahindo Muhongya, Jean-Marie/ Lejeune, Philippe/ Vermeulen, Cedric",2016,BOIS ET FORETS DES TROPIQUES,330,,69-83,Democratic Republic of the Congo,Africa,2,Belgium,Europe,3 2,0
106,3,4.00137,29.332568,https://revues.cirad.fr/index.php/BFT/article/view/ID-BFT-160617,https://revues.cirad.fr/index.php/BFT/article/view/ID-BFT-160617,French,Journal article,"Semeki Ngabinzeke, Jean/ Linchant, Julie/ Quevauvillers, Samuel/ Kahindo Muhongya, Jean-Marie/ Lejeune, Philippe/ Vermeulen, Cedric",2016,BOIS ET FORETS DES TROPIQUES,330,,69-83,Democratic Republic of the Congo,Africa,3,Belgium,Europe,3 3,0
107,3,4.00137,29.332568,https://revues.cirad.fr/index.php/BFT/article/view/ID-BFT-160617,https://revues.cirad.fr/index.php/BFT/article/view/ID-BFT-160617,French,Journal article,"Semeki Ngabinzeke, Jean/ Linchant, Julie/ Quevauvillers, Samuel/ Kahindo Muhongya, Jean-Marie/ Lejeune, Philippe/ Vermeulen, Cedric",2016,BOIS ET FORETS DES TROPIQUES,330,,69-83,Democratic Republic of the Congo,Africa,4,Democratic Republic of the Congo,Africa,3 4,0
108,3,4.00137,29.332568,https://revues.cirad.fr/index.php/BFT/article/view/ID-BFT-160617,https://revues.cirad.fr/index.php/BFT/article/view/ID-BFT-160617,French,Journal article,"Semeki Ngabinzeke, Jean/ Linchant, Julie/ Quevauvillers, Samuel/ Kahindo Muhongya, Jean-Marie/ Lejeune, Philippe/ Vermeulen, Cedric",2016,BOIS ET FORETS DES TROPIQUES,330,,69-83,Democratic Republic of the Congo,Africa,5,Belgium,Europe,3 5,0
109,3,4.00137,29.332568,https://revues.cirad.fr/index.php/BFT/article/view/ID-BFT-160617,https://revues.cirad.fr/index.php/BFT/article/view/ID-BFT-160617,French,Journal article,"Semeki Ngabinzeke, Jean/ Linchant, Julie/ Quevauvillers, Samuel/ Kahindo Muhongya, Jean-Marie/ Lejeune, Philippe/ Vermeulen, Cedric",2016,BOIS ET FORETS DES TROPIQUES,330,,69-83,Democratic Republic of the Congo,Africa,6,Belgium,Europe,3 6,1
110,59,8.466667,30.9,https://www.persee.fr/doc/ecmed_0153-8756_2013_num_39_1_1306,https://www.persee.fr/doc/ecmed_0153-8756_2013_num_39_1_1306,French,Journal article,Y. Arjouni // Mounia El Alaoui El Fels // Sa?d El Mercht // Amadou Abou Sy // Farid El Wahidi // Abderrahmane Romane // Alain Roques // Annie Yart,2013,Ecologia Mediterranea,39,1,201-208,South Sudan,Africa,1,Morocco,Africa,59 1,1
111,59,8.466667,30.9,https://www.persee.fr/doc/ecmed_0153-8756_2013_num_39_1_1306,https://www.persee.fr/doc/ecmed_0153-8756_2013_num_39_1_1306,French,Journal article,Y. Arjouni // Mounia El Alaoui El Fels // Sa?d El Mercht // Amadou Abou Sy // Farid El Wahidi // Abderrahmane Romane // Alain Roques // Annie Yart,2013,Ecologia Mediterranea,39,1,201-208,South Sudan,Africa,2,Morocco,Africa,59 2,0
112,59,8.466667,30.9,https://www.persee.fr/doc/ecmed_0153-8756_2013_num_39_1_1306,https://www.persee.fr/doc/ecmed_0153-8756_2013_num_39_1_1306,French,Journal article,Y. Arjouni // Mounia El Alaoui El Fels // Sa?d El Mercht // Amadou Abou Sy // Farid El Wahidi // Abderrahmane Romane // Alain Roques // Annie Yart,2013,Ecologia Mediterranea,39,1,201-208,South Sudan,Africa,3,Morocco,Africa,59 3,0
113,59,8.466667,30.9,https://www.persee.fr/doc/ecmed_0153-8756_2013_num_39_1_1306,https://www.persee.fr/doc/ecmed_0153-8756_2013_num_39_1_1306,French,Journal article,Y. Arjouni // Mounia El Alaoui El Fels // Sa?d El Mercht // Amadou Abou Sy // Farid El Wahidi // Abderrahmane Romane // Alain Roques // Annie Yart,2013,Ecologia Mediterranea,39,1,201-208,South Sudan,Africa,4,Morocco,Africa,59 4,0
114,59,8.466667,30.9,https://www.persee.fr/doc/ecmed_0153-8756_2013_num_39_1_1306,https://www.persee.fr/doc/ecmed_0153-8756_2013_num_39_1_1306,French,Journal article,Y. Arjouni // Mounia El Alaoui El Fels // Sa?d El Mercht // Amadou Abou Sy // Farid El Wahidi // Abderrahmane Romane // Alain Roques // Annie Yart,2013,Ecologia Mediterranea,39,1,201-208,South Sudan,Africa,5,Morocco,Africa,59 5,0
115,59,8.466667,30.9,https://www.persee.fr/doc/ecmed_0153-8756_2013_num_39_1_1306,https://www.persee.fr/doc/ecmed_0153-8756_2013_num_39_1_1306,French,Journal article,Y. Arjouni // Mounia El Alaoui El Fels // Sa?d El Mercht // Amadou Abou Sy // Farid El Wahidi // Abderrahmane Romane // Alain Roques // Annie Yart,2013,Ecologia Mediterranea,39,1,201-208,South Sudan,Africa,6,Morocco,Africa,59 6,0
116,59,8.466667,30.9,https://www.persee.fr/doc/ecmed_0153-8756_2013_num_39_1_1306,https://www.persee.fr/doc/ecmed_0153-8756_2013_num_39_1_1306,French,Journal article,Y. Arjouni // Mounia El Alaoui El Fels // Sa?d El Mercht // Amadou Abou Sy // Farid El Wahidi // Abderrahmane Romane // Alain Roques // Annie Yart,2013,Ecologia Mediterranea,39,1,201-208,South Sudan,Africa,7,France,Europe,59 7,0
117,59,8.466667,30.9,https://www.persee.fr/doc/ecmed_0153-8756_2013_num_39_1_1306,https://www.persee.fr/doc/ecmed_0153-8756_2013_num_39_1_1306,French,Journal article,Y. Arjouni // Mounia El Alaoui El Fels // Sa?d El Mercht // Amadou Abou Sy // Farid El Wahidi // Abderrahmane Romane // Alain Roques // Annie Yart,2013,Ecologia Mediterranea,39,1,201-208,South Sudan,Africa,8,France,Europe,59 8,1
118,33,37.06667,48.08583,http://ijae.iut.ac.ir/browse.php?a_id=323&sid=1&slc_lang=fa,http://ijae.iut.ac.ir/browse.php?a_id=323&sid=1&slc_lang=fa,Persian,Journal article,Ebrahimi SS//Pourbabaeri H,2013,?Journal of Applied Ecology,2,4,13-24,Iran,Asia,1,Iran,Asia,33 1,1
119,33,37.06667,48.08583,http://ijae.iut.ac.ir/browse.php?a_id=323&sid=1&slc_lang=fa,http://ijae.iut.ac.ir/browse.php?a_id=323&sid=1&slc_lang=fa,Persian,Journal article,Ebrahimi SS//Pourbabaeri H,2013,?Journal of Applied Ecology,2,4,13-25,Iran,Asia,2,Iran,Asia,33 2,1
120,135,NA,NA,https://www.jstage.jst.go.jp/article/ece/16/2/16_77/_pdf,https://www.jstage.jst.go.jp/article/ece/16/2/16_77/_pdf,Japanese,Case Study,Eriko KATO// Kazuhiro AZAMI// Mariko TAKEMOTO// Jiro OKITSU// Shigekazu  KAZAWA// Hiroyuki MATSUDA,2014,Ecology and Civil Engineering,16,2,77-89,Japan,Asia,1,Japan,Asia,135 1,1
121,135,NA,NA,https://www.jstage.jst.go.jp/article/ece/16/2/16_77/_pdf,https://www.jstage.jst.go.jp/article/ece/16/2/16_77/_pdf,Japanese,Case Study,Eriko KATO// Kazuhiro AZAMI// Mariko TAKEMOTO// Jiro OKITSU// Shigekazu  KAZAWA// Hiroyuki MATSUDA,2014,Ecology and Civil Engineering,16,2,77-89,Japan,Asia,2,Japan,Asia,135 2,0
122,135,NA,NA,https://www.jstage.jst.go.jp/article/ece/16/2/16_77/_pdf,https://www.jstage.jst.go.jp/article/ece/16/2/16_77/_pdf,Japanese,Case Study,Eriko KATO// Kazuhiro AZAMI// Mariko TAKEMOTO// Jiro OKITSU// Shigekazu  KAZAWA// Hiroyuki MATSUDA,2014,Ecology and Civil Engineering,16,2,77-89,Japan,Asia,3,Japan,Asia,135 3,0
123,135,NA,NA,https://www.jstage.jst.go.jp/article/ece/16/2/16_77/_pdf,https://www.jstage.jst.go.jp/article/ece/16/2/16_77/_pdf,Japanese,Case Study,Eriko KATO// Kazuhiro AZAMI// Mariko TAKEMOTO// Jiro OKITSU// Shigekazu  KAZAWA// Hiroyuki MATSUDA,2014,Ecology and Civil Engineering,16,2,77-89,Japan,Asia,4,Japan,Asia,135 4,0
124,135,NA,NA,https://www.jstage.jst.go.jp/article/ece/16/2/16_77/_pdf,https://www.jstage.jst.go.jp/article/ece/16/2/16_77/_pdf,Japanese,Case Study,Eriko KATO// Kazuhiro AZAMI// Mariko TAKEMOTO// Jiro OKITSU// Shigekazu  KAZAWA// Hiroyuki MATSUDA,2014,Ecology and Civil Engineering,16,2,77-89,Japan,Asia,5,Japan,Asia,135 5,0
125,135,NA,NA,https://www.jstage.jst.go.jp/article/ece/16/2/16_77/_pdf,https://www.jstage.jst.go.jp/article/ece/16/2/16_77/_pdf,Japanese,Case Study,Eriko KATO// Kazuhiro AZAMI// Mariko TAKEMOTO// Jiro OKITSU// Shigekazu  KAZAWA// Hiroyuki MATSUDA,2014,Ecology and Civil Engineering,16,2,77-89,Japan,Asia,6,Japan,Asia,135 6,1
126,143,NA,NA,https://www.jstage.jst.go.jp/article/jjfs/91/1/91_1_46/_pdf/-char/en,https://www.jstage.jst.go.jp/article/jjfs/91/1/91_1_46/_pdf/-char/en,Japanese,Short Communication,Hiromasa Shimada// Toshiro Nonoda,2009,Journal of the Japanese Forest Society,91,1,46-50,Japan,Asia,1,Japan,Asia,143 1,1
127,143,NA,NA,https://www.jstage.jst.go.jp/article/jjfs/91/1/91_1_46/_pdf/-char/en,https://www.jstage.jst.go.jp/article/jjfs/91/1/91_1_46/_pdf/-char/en,Japanese,Short Communication,Hiromasa Shimada// Toshiro Nonoda,2009,Journal of the Japanese Forest Society,91,1,46-50,Japan,Asia,2,Japan,Asia,143 2,1
128,14,44.13333333,142.1166667,https://www.jstage.jst.go.jp/article/ece/14/2/14_139/_pdf,https://www.jstage.jst.go.jp/article/ece/14/2/14_139/_pdf,Japanese,Case Study,Hiromasa TAKAYAMA// Seiji YA I// Hokuto SHIRAKAWA,2011,Ecology and Civil Engineering,14,2,139-154,Japan,Asia,1,Japan,Asia,14 1,1
129,14,44.13333333,142.1166667,https://www.jstage.jst.go.jp/article/ece/14/2/14_139/_pdf,https://www.jstage.jst.go.jp/article/ece/14/2/14_139/_pdf,Japanese,Case Study,Hiromasa TAKAYAMA// Seiji YA I// Hokuto SHIRAKAWA,2011,Ecology and Civil Engineering,14,2,139-155,Japan,Asia,2,Japan,Asia,14 2,1
130,140,NA,NA,https://www.jstage.jst.go.jp/article/jila/75/5/75_441/_pdf,https://www.jstage.jst.go.jp/article/jila/75/5/75_441/_pdf,Japanese,Journal article,Hitomi OGURI// Yoriko HATASE// Masahiko MATSUE,2012,Journal of The Japanese Institute of Landscape Architecture,75,5,441-444,Japan,Asia,1,Japan,Asia,140 1,1
131,140,NA,NA,https://www.jstage.jst.go.jp/article/jila/75/5/75_441/_pdf,https://www.jstage.jst.go.jp/article/jila/75/5/75_441/_pdf,Japanese,Journal article,Hitomi OGURI// Yoriko HATASE// Masahiko MATSUE,2012,Journal of The Japanese Institute of Landscape Architecture,75,5,441-444,Japan,Asia,2,Japan,Asia,140 2,0
132,140,NA,NA,https://www.jstage.jst.go.jp/article/jila/75/5/75_441/_pdf,https://www.jstage.jst.go.jp/article/jila/75/5/75_441/_pdf,Japanese,Journal article,Hitomi OGURI// Yoriko HATASE// Masahiko MATSUE,2012,Journal of The Japanese Institute of Landscape Architecture,75,5,441-444,Japan,Asia,3,Japan,Asia,140 3,1
133,169,NA,NA,http:kns.cnki.netKCMSdetaildetail.aspx?dbcode=CJFQ&dbname=CJFDHIS2&filename=ZGCD201305025&v=MTc5NjFYMUx1eFlTN0RoMVQzcVRyV00xRnJDVVJMMmVaZVJyRkNybFZydkJQeXJJYXJHNEg5TE1xbzlIWVlSOGU=,http:kns.cnki.netKCMSdetaildetail.aspx?dbcode=CJFQ&dbname=CJFDHIS2&filename=ZGCD201305025&v=MTc5NjFYMUx1eFlTN0RoMVQzcVRyV00xRnJDVVJMMmVaZVJyRkNybFZydkJQeXJJYXJHNEg5TE1xbzlIWVlSOGU=,simplified Chinese,Journal article,JI LeiGAN YouminLIU ZhongyiWANG Yanchun,2013,Chinese Journal of Grassland,35,5,108-112,China,Asia,1,China,Asia,169 1,1
134,169,NA,NA,http:kns.cnki.netKCMSdetaildetail.aspx?dbcode=CJFQ&dbname=CJFDHIS2&filename=ZGCD201305025&v=MTc5NjFYMUx1eFlTN0RoMVQzcVRyV00xRnJDVVJMMmVaZVJyRkNybFZydkJQeXJJYXJHNEg5TE1xbzlIWVlSOGU=,http:kns.cnki.netKCMSdetaildetail.aspx?dbcode=CJFQ&dbname=CJFDHIS2&filename=ZGCD201305025&v=MTc5NjFYMUx1eFlTN0RoMVQzcVRyV00xRnJDVVJMMmVaZVJyRkNybFZydkJQeXJJYXJHNEg5TE1xbzlIWVlSOGU=,simplified Chinese,Journal article,JI LeiGAN YouminLIU ZhongyiWANG Yanchun,2013,Chinese Journal of Grassland,35,5,108-112,China,Asia,2,China,Asia,169 2,0
135,169,NA,NA,http:kns.cnki.netKCMSdetaildetail.aspx?dbcode=CJFQ&dbname=CJFDHIS2&filename=ZGCD201305025&v=MTc5NjFYMUx1eFlTN0RoMVQzcVRyV00xRnJDVVJMMmVaZVJyRkNybFZydkJQeXJJYXJHNEg5TE1xbzlIWVlSOGU=,http:kns.cnki.netKCMSdetaildetail.aspx?dbcode=CJFQ&dbname=CJFDHIS2&filename=ZGCD201305025&v=MTc5NjFYMUx1eFlTN0RoMVQzcVRyV00xRnJDVVJMMmVaZVJyRkNybFZydkJQeXJJYXJHNEg5TE1xbzlIWVlSOGU=,simplified Chinese,Journal article,JI LeiGAN YouminLIU ZhongyiWANG Yanchun,2013,Chinese Journal of Grassland,35,5,108-112,China,Asia,3,China,Asia,169 3,0
136,169,NA,NA,http:kns.cnki.netKCMSdetaildetail.aspx?dbcode=CJFQ&dbname=CJFDHIS2&filename=ZGCD201305025&v=MTc5NjFYMUx1eFlTN0RoMVQzcVRyV00xRnJDVVJMMmVaZVJyRkNybFZydkJQeXJJYXJHNEg5TE1xbzlIWVlSOGU=,http:kns.cnki.netKCMSdetaildetail.aspx?dbcode=CJFQ&dbname=CJFDHIS2&filename=ZGCD201305025&v=MTc5NjFYMUx1eFlTN0RoMVQzcVRyV00xRnJDVVJMMmVaZVJyRkNybFZydkJQeXJJYXJHNEg5TE1xbzlIWVlSOGU=,simplified Chinese,Journal article,JI LeiGAN YouminLIU ZhongyiWANG Yanchun,2013,Chinese Journal of Grassland,35,5,108-112,China,Asia,4,China,Asia,169 4,1
