rowid,sampid,Lat,Long,Link (URL),Hyperlink,Language,Reference Type,Authors (separate with//),study_year,Journal,Volume,Issue,Pages,study_country,study_continent,authorid,affiliation_country,affiliation_continent,uniqueauthor,lead_author
137,138,NA,NA,https://www.jstage.jst.go.jp/article/ece/12/1/12_1_13/_pdf,https://www.jstage.jst.go.jp/article/ece/12/1/12_1_13/_pdf,Japanese,Journal article,Kazuhiro AZAMI// Jiro OKITSU// Hiroshi SAITO//  miko KAGEYAMA,2009,Ecology and Civil Engineering,12,1,13-20,Japan,Asia,1,Japan,Asia,138 1,1
138,138,NA,NA,https://www.jstage.jst.go.jp/article/ece/12/1/12_1_13/_pdf,https://www.jstage.jst.go.jp/article/ece/12/1/12_1_13/_pdf,Japanese,Journal article,Kazuhiro AZAMI// Jiro OKITSU// Hiroshi SAITO//  miko KAGEYAMA,2009,Ecology and Civil Engineering,12,1,13-20,Japan,Asia,2,Japan,Asia,138 2,0
139,138,NA,NA,https://www.jstage.jst.go.jp/article/ece/12/1/12_1_13/_pdf,https://www.jstage.jst.go.jp/article/ece/12/1/12_1_13/_pdf,Japanese,Journal article,Kazuhiro AZAMI// Jiro OKITSU// Hiroshi SAITO//  miko KAGEYAMA,2009,Ecology and Civil Engineering,12,1,13-20,Japan,Asia,3,Japan,Asia,138 3,0
140,138,NA,NA,https://www.jstage.jst.go.jp/article/ece/12/1/12_1_13/_pdf,https://www.jstage.jst.go.jp/article/ece/12/1/12_1_13/_pdf,Japanese,Journal article,Kazuhiro AZAMI// Jiro OKITSU// Hiroshi SAITO//  miko KAGEYAMA,2009,Ecology and Civil Engineering,12,1,13-20,Japan,Asia,4,Japan,Asia,138 4,1
141,60,42.431201,44.172067,https://sg.sgu.ru/sites/sg.sgu.ru/files/2018/01/curstudherp_2017_3-4_157-197.pdf,https://sg.sgu.ru/sites/sg.sgu.ru/files/2018/01/curstudherp_2017_3-4_157-197.pdf,Russian,Journal article,"Kukushkin O. V., Doronin I. V., Tuniyev B. S., Ananjeva N. B., Doronina M. A.",2017,Current Studies in Herpetology,17,3åé4ì˙,157?197,Georgia,Asia,1,Russia,Europe,60 1,1
142,60,42.431201,44.172067,https://sg.sgu.ru/sites/sg.sgu.ru/files/2018/01/curstudherp_2017_3-4_157-197.pdf,https://sg.sgu.ru/sites/sg.sgu.ru/files/2018/01/curstudherp_2017_3-4_157-197.pdf,Russian,Journal article,"Kukushkin O. V., Doronin I. V., Tuniyev B. S., Ananjeva N. B., Doronina M. A.",2017,Current Studies in Herpetology,18,3åé4ì˙,157?198,Georgia,Asia,2,Russia,Europe,60 2,0
143,60,42.431201,44.172067,https://sg.sgu.ru/sites/sg.sgu.ru/files/2018/01/curstudherp_2017_3-4_157-197.pdf,https://sg.sgu.ru/sites/sg.sgu.ru/files/2018/01/curstudherp_2017_3-4_157-197.pdf,Russian,Journal article,"Kukushkin O. V., Doronin I. V., Tuniyev B. S., Ananjeva N. B., Doronina M. A.",2017,Current Studies in Herpetology,19,3åé4ì˙,157?199,Georgia,Asia,3,Russia,Europe,60 3,0
144,60,42.431201,44.172067,https://sg.sgu.ru/sites/sg.sgu.ru/files/2018/01/curstudherp_2017_3-4_157-197.pdf,https://sg.sgu.ru/sites/sg.sgu.ru/files/2018/01/curstudherp_2017_3-4_157-197.pdf,Russian,Journal article,"Kukushkin O. V., Doronin I. V., Tuniyev B. S., Ananjeva N. B., Doronina M. A.",2017,Current Studies in Herpetology,20,3åé4ì˙,157?200,Georgia,Asia,4,Russia,Europe,60 4,0
145,60,42.431201,44.172067,https://sg.sgu.ru/sites/sg.sgu.ru/files/2018/01/curstudherp_2017_3-4_157-197.pdf,https://sg.sgu.ru/sites/sg.sgu.ru/files/2018/01/curstudherp_2017_3-4_157-197.pdf,Russian,Journal article,"Kukushkin O. V., Doronin I. V., Tuniyev B. S., Ananjeva N. B., Doronina M. A.",2017,Current Studies in Herpetology,21,3åé4ì˙,157?201,Georgia,Asia,5,Russia,Europe,60 5,1
146,162,NA,NA,https://elibrary.ru/item.asp?id=41584148,https://elibrary.ru/item.asp?id=41584148,Russian,Journal article,"Letro Letro, Sangay Wangchuk, Tashi Dhendup",2020,Nature Conservation Research,5,1,44-52,Bhutan,Asia,1,Bhutan,Asia,162 1,1
147,162,NA,NA,https://elibrary.ru/item.asp?id=41584148,https://elibrary.ru/item.asp?id=41584148,Russian,Journal article,"Letro Letro, Sangay Wangchuk, Tashi Dhendup",2020,Nature Conservation Research,5,1,44-52,Bhutan,Asia,2,USA,North America,162 2,0
148,162,NA,NA,https://elibrary.ru/item.asp?id=41584148,https://elibrary.ru/item.asp?id=41584148,Russian,Journal article,"Letro Letro, Sangay Wangchuk, Tashi Dhendup",2020,Nature Conservation Research,5,1,44-52,Bhutan,Asia,3,USA,North America,162 3,1
149,36,23.14,113.3,http:kns.cnki.netKCMSdetaildetail.aspx?dbcode=CJFQ&dbname=CJFD2013&filename=SLXX201301015&uid=WEEvREcwSlJHSldRa1FhdXNXa0hIb2hvQXlOWTZXNThhc3RQODM2OHRCWT0=$9A4hF_YAuvQ5obgVAqNKPCYcEjKensW4ggI8Fm4gTkoUKaID8j8gFw!!&v=MzAwMDBOaUhUZHJHNEg5TE1ybzlFWVlSOGVYMUx1eFlTN0RoMVQzcVRyV00xRnJDVVJMS2ZZdVJ0RkNqbVViM00=,#VALUE!,simplified Chinese,Journal article,LI ShizhouÅALEI ShengqiaoCHEN Wu,2013,Acta Theriologica Sinica,33,1,90-93,China,Asia,1,China,Asia,36 1,1
150,36,23.14,113.3,http:kns.cnki.netKCMSdetaildetail.aspx?dbcode=CJFQ&dbname=CJFD2013&filename=SLXX201301015&uid=WEEvREcwSlJHSldRa1FhdXNXa0hIb2hvQXlOWTZXNThhc3RQODM2OHRCWT0=$9A4hF_YAuvQ5obgVAqNKPCYcEjKensW4ggI8Fm4gTkoUKaID8j8gFw!!&v=MzAwMDBOaUhUZHJHNEg5TE1ybzlFWVlSOGVYMUx1eFlTN0RoMVQzcVRyV00xRnJDVVJMS2ZZdVJ0RkNqbVViM00=,#VALUE!,simplified Chinese,Journal article,LI ShizhouÅALEI ShengqiaoCHEN Wu,2013,Acta Theriologica Sinica,33,1,90-93,China,Asia,2,China,Asia,36 2,0
151,36,23.14,113.3,http:kns.cnki.netKCMSdetaildetail.aspx?dbcode=CJFQ&dbname=CJFD2013&filename=SLXX201301015&uid=WEEvREcwSlJHSldRa1FhdXNXa0hIb2hvQXlOWTZXNThhc3RQODM2OHRCWT0=$9A4hF_YAuvQ5obgVAqNKPCYcEjKensW4ggI8Fm4gTkoUKaID8j8gFw!!&v=MzAwMDBOaUhUZHJHNEg5TE1ybzlFWVlSOGVYMUx1eFlTN0RoMVQzcVRyV00xRnJDVVJMS2ZZdVJ0RkNqbVViM00=,#VALUE!,simplified Chinese,Journal article,LI ShizhouÅALEI ShengqiaoCHEN Wu,2013,Acta Theriologica Sinica,33,1,90-93,China,Asia,3,China,Asia,36 3,1
152,148,NA,NA,https://www.koreascience.or.kr/article/JAKO201928463078786.j,https://www.koreascience.or.kr/article/JAKO201928463078786.j,Korean,Journal article,Lim-Kyu Kim//Eun-Hee Park//GeunHye Gang//Boo-Yeong Hwang//Hyun-Jin Jung//Min-Yong Kim//Jeong-geun Park//Sam-Bong Park//Bong-Gyu Kim//Gab-Chul Choo,2019,Journal of Korean Society of Forest Science,108,3,290-295,South Korea,Asia,1,South Korea,Asia,148 1,1
153,148,NA,NA,https://www.koreascience.or.kr/article/JAKO201928463078786.j,https://www.koreascience.or.kr/article/JAKO201928463078786.j,Korean,Journal article,Lim-Kyu Kim//Eun-Hee Park//GeunHye Gang//Boo-Yeong Hwang//Hyun-Jin Jung//Min-Yong Kim//Jeong-geun Park//Sam-Bong Park//Bong-Gyu Kim//Gab-Chul Choo,2019,Journal of Korean Society of Forest Science,108,3,290-295,South Korea,Asia,2,South Korea,Asia,148 2,0
154,148,NA,NA,https://www.koreascience.or.kr/article/JAKO201928463078786.j,https://www.koreascience.or.kr/article/JAKO201928463078786.j,Korean,Journal article,Lim-Kyu Kim//Eun-Hee Park//GeunHye Gang//Boo-Yeong Hwang//Hyun-Jin Jung//Min-Yong Kim//Jeong-geun Park//Sam-Bong Park//Bong-Gyu Kim//Gab-Chul Choo,2019,Journal of Korean Society of Forest Science,108,3,290-295,South Korea,Asia,3,South Korea,Asia,148 3,0
155,148,NA,NA,https://www.koreascience.or.kr/article/JAKO201928463078786.j,https://www.koreascience.or.kr/article/JAKO201928463078786.j,Korean,Journal article,Lim-Kyu Kim//Eun-Hee Park//GeunHye Gang//Boo-Yeong Hwang//Hyun-Jin Jung//Min-Yong Kim//Jeong-geun Park//Sam-Bong Park//Bong-Gyu Kim//Gab-Chul Choo,2019,Journal of Korean Society of Forest Science,108,3,290-295,South Korea,Asia,4,South Korea,Asia,148 4,0
156,148,NA,NA,https://www.koreascience.or.kr/article/JAKO201928463078786.j,https://www.koreascience.or.kr/article/JAKO201928463078786.j,Korean,Journal article,Lim-Kyu Kim//Eun-Hee Park//GeunHye Gang//Boo-Yeong Hwang//Hyun-Jin Jung//Min-Yong Kim//Jeong-geun Park//Sam-Bong Park//Bong-Gyu Kim//Gab-Chul Choo,2019,Journal of Korean Society of Forest Science,108,3,290-295,South Korea,Asia,5,South Korea,Asia,148 5,0
157,148,NA,NA,https://www.koreascience.or.kr/article/JAKO201928463078786.j,https://www.koreascience.or.kr/article/JAKO201928463078786.j,Korean,Journal article,Lim-Kyu Kim//Eun-Hee Park//GeunHye Gang//Boo-Yeong Hwang//Hyun-Jin Jung//Min-Yong Kim//Jeong-geun Park//Sam-Bong Park//Bong-Gyu Kim//Gab-Chul Choo,2019,Journal of Korean Society of Forest Science,108,3,290-295,South Korea,Asia,6,South Korea,Asia,148 6,0
158,148,NA,NA,https://www.koreascience.or.kr/article/JAKO201928463078786.j,https://www.koreascience.or.kr/article/JAKO201928463078786.j,Korean,Journal article,Lim-Kyu Kim//Eun-Hee Park//GeunHye Gang//Boo-Yeong Hwang//Hyun-Jin Jung//Min-Yong Kim//Jeong-geun Park//Sam-Bong Park//Bong-Gyu Kim//Gab-Chul Choo,2019,Journal of Korean Society of Forest Science,108,3,290-295,South Korea,Asia,7,South Korea,Asia,148 7,0
159,148,NA,NA,https://www.koreascience.or.kr/article/JAKO201928463078786.j,https://www.koreascience.or.kr/article/JAKO201928463078786.j,Korean,Journal article,Lim-Kyu Kim//Eun-Hee Park//GeunHye Gang//Boo-Yeong Hwang//Hyun-Jin Jung//Min-Yong Kim//Jeong-geun Park//Sam-Bong Park//Bong-Gyu Kim//Gab-Chul Choo,2019,Journal of Korean Society of Forest Science,108,3,290-295,South Korea,Asia,8,South Korea,Asia,148 8,0
160,148,NA,NA,https://www.koreascience.or.kr/article/JAKO201928463078786.j,https://www.koreascience.or.kr/article/JAKO201928463078786.j,Korean,Journal article,Lim-Kyu Kim//Eun-Hee Park//GeunHye Gang//Boo-Yeong Hwang//Hyun-Jin Jung//Min-Yong Kim//Jeong-geun Park//Sam-Bong Park//Bong-Gyu Kim//Gab-Chul Choo,2019,Journal of Korean Society of Forest Science,108,3,290-295,South Korea,Asia,9,South Korea,Asia,148 9,0
161,148,NA,NA,https://www.koreascience.or.kr/article/JAKO201928463078786.j,https://www.koreascience.or.kr/article/JAKO201928463078786.j,Korean,Journal article,Lim-Kyu Kim//Eun-Hee Park//GeunHye Gang//Boo-Yeong Hwang//Hyun-Jin Jung//Min-Yong Kim//Jeong-geun Park//Sam-Bong Park//Bong-Gyu Kim//Gab-Chul Choo,2019,Journal of Korean Society of Forest Science,108,3,290-295,South Korea,Asia,10,South Korea,Asia,148 10,1
162,136,NA,NA,https://www.jstage.jst.go.jp/article/ece/14/1/14_1_63/_pdf,https://www.jstage.jst.go.jp/article/ece/14/1/14_1_63/_pdf,Japanese,Case Study,Morikazu NISHITA// Kazuhiro AZAMI// Nobuaki ISHIZAWA// Kazumasa KUMAZAWA// Shigekazu  KAZAWA,2011,Ecology and Civil Engineering,14,1,63-74,Japan,Asia,1,Japan,Asia,136 1,1
163,136,NA,NA,https://www.jstage.jst.go.jp/article/ece/14/1/14_1_63/_pdf,https://www.jstage.jst.go.jp/article/ece/14/1/14_1_63/_pdf,Japanese,Case Study,Morikazu NISHITA// Kazuhiro AZAMI// Nobuaki ISHIZAWA// Kazumasa KUMAZAWA// Shigekazu  KAZAWA,2011,Ecology and Civil Engineering,14,1,63-74,Japan,Asia,2,Japan,Asia,136 2,0
164,136,NA,NA,https://www.jstage.jst.go.jp/article/ece/14/1/14_1_63/_pdf,https://www.jstage.jst.go.jp/article/ece/14/1/14_1_63/_pdf,Japanese,Case Study,Morikazu NISHITA// Kazuhiro AZAMI// Nobuaki ISHIZAWA// Kazumasa KUMAZAWA// Shigekazu  KAZAWA,2011,Ecology and Civil Engineering,14,1,63-74,Japan,Asia,3,Japan,Asia,136 3,0
165,136,NA,NA,https://www.jstage.jst.go.jp/article/ece/14/1/14_1_63/_pdf,https://www.jstage.jst.go.jp/article/ece/14/1/14_1_63/_pdf,Japanese,Case Study,Morikazu NISHITA// Kazuhiro AZAMI// Nobuaki ISHIZAWA// Kazumasa KUMAZAWA// Shigekazu  KAZAWA,2011,Ecology and Civil Engineering,14,1,63-74,Japan,Asia,4,Japan,Asia,136 4,0
166,136,NA,NA,https://www.jstage.jst.go.jp/article/ece/14/1/14_1_63/_pdf,https://www.jstage.jst.go.jp/article/ece/14/1/14_1_63/_pdf,Japanese,Case Study,Morikazu NISHITA// Kazuhiro AZAMI// Nobuaki ISHIZAWA// Kazumasa KUMAZAWA// Shigekazu  KAZAWA,2011,Ecology and Civil Engineering,14,1,63-74,Japan,Asia,5,Japan,Asia,136 5,1
167,150,NA,NA,http://www.koreascience.or.kr/article/JAKO201034952231609.pub,http://www.koreascience.or.kr/article/JAKO201034952231609.pub,Korean,Journal article,Mu Seok Haol//So Young Park//Heung Kyu Moon//Young Jae Kang,2010,Journal of Korean Society of Forest Science,99,4,568-572,South Korea,Asia,1,South Korea,Asia,150 1,1
168,150,NA,NA,http://www.koreascience.or.kr/article/JAKO201034952231609.pub,http://www.koreascience.or.kr/article/JAKO201034952231609.pub,Korean,Journal article,Mu Seok Haol//So Young Park//Heung Kyu Moon//Young Jae Kang,2010,Journal of Korean Society of Forest Science,99,4,568-572,South Korea,Asia,2,South Korea,Asia,150 2,0
169,150,NA,NA,http://www.koreascience.or.kr/article/JAKO201034952231609.pub,http://www.koreascience.or.kr/article/JAKO201034952231609.pub,Korean,Journal article,Mu Seok Haol//So Young Park//Heung Kyu Moon//Young Jae Kang,2010,Journal of Korean Society of Forest Science,99,4,568-572,South Korea,Asia,3,South Korea,Asia,150 3,0
170,150,NA,NA,http://www.koreascience.or.kr/article/JAKO201034952231609.pub,http://www.koreascience.or.kr/article/JAKO201034952231609.pub,Korean,Journal article,Mu Seok Haol//So Young Park//Heung Kyu Moon//Young Jae Kang,2010,Journal of Korean Society of Forest Science,99,4,568-572,South Korea,Asia,4,South Korea,Asia,150 4,1
171,51,37.557397,126.988168,http://kiss.kstudy.com/thesis/thesis-view.asp?key=3690388,http://kiss.kstudy.com/thesis/thesis-view.asp?key=3690388,Korean,Journal article,Myeong-Hun Ko//Heon Yang//In-Chul Bang,2019,Korean Journal of Ichthyology,31,2,67-76,South Korea,Asia,1,South Korea,Asia,51 1,1
172,51,37.557397,126.988168,http://kiss.kstudy.com/thesis/thesis-view.asp?key=3690388,http://kiss.kstudy.com/thesis/thesis-view.asp?key=3690388,Korean,Journal article,Myeong-Hun Ko//Heon Yang//In-Chul Bang,2019,Korean Journal of Ichthyology,31,2,67-76,South Korea,Asia,2,South Korea,Asia,51 2,0
173,51,37.557397,126.988168,http://kiss.kstudy.com/thesis/thesis-view.asp?key=3690388,http://kiss.kstudy.com/thesis/thesis-view.asp?key=3690388,Korean,Journal article,Myeong-Hun Ko//Heon Yang//In-Chul Bang,2019,Korean Journal of Ichthyology,31,2,67-76,South Korea,Asia,3,South Korea,Asia,51 3,1
174,146,NA,NA,http://www.stork.u-hyogo.ac.jp/downloads/jour l/02_17.pdf,http://www.stork.u-hyogo.ac.jp/downloads/jour l/02_17.pdf,Japanese,Journal article,oki Kikuchi,2012,Reintroduction,2,,103-119,Japan,Asia,1,Japan,Asia,146 1,1
175,155,NA,NA,http://koreascience.or.kr/article/JAKO201814446221144.page,http://koreascience.or.kr/article/JAKO201814446221144.page,Korean,Review,"Shim, Yun-Jin//Jung, Gyu-Jong//Eo, Yang-joon//Ryu, YoonJin//Park, Hyun-Kyung//Kim, Dong-Hwan//Cho, Young-Ho//Yoon, Ju-Duk//Woo, Seung-Hyun//Park, Su-Gon//Jang, Eun-Hye//Chu, Yunsoo//Park, Yongsu",2018,Journal of the Korea Society of Environmental Restoration Technology,21,2,77-85,South Korea,Asia,1,South Korea,Asia,155 1,1
176,155,NA,NA,http://koreascience.or.kr/article/JAKO201814446221144.page,http://koreascience.or.kr/article/JAKO201814446221144.page,Korean,Review,"Shim, Yun-Jin//Jung, Gyu-Jong//Eo, Yang-joon//Ryu, YoonJin//Park, Hyun-Kyung//Kim, Dong-Hwan//Cho, Young-Ho//Yoon, Ju-Duk//Woo, Seung-Hyun//Park, Su-Gon//Jang, Eun-Hye//Chu, Yunsoo//Park, Yongsu",2018,Journal of the Korea Society of Environmental Restoration Technology,21,2,77-85,South Korea,Asia,2,South Korea,Asia,155 2,0
177,155,NA,NA,http://koreascience.or.kr/article/JAKO201814446221144.page,http://koreascience.or.kr/article/JAKO201814446221144.page,Korean,Review,"Shim, Yun-Jin//Jung, Gyu-Jong//Eo, Yang-joon//Ryu, YoonJin//Park, Hyun-Kyung//Kim, Dong-Hwan//Cho, Young-Ho//Yoon, Ju-Duk//Woo, Seung-Hyun//Park, Su-Gon//Jang, Eun-Hye//Chu, Yunsoo//Park, Yongsu",2018,Journal of the Korea Society of Environmental Restoration Technology,21,2,77-85,South Korea,Asia,3,South Korea,Asia,155 3,0
178,155,NA,NA,http://koreascience.or.kr/article/JAKO201814446221144.page,http://koreascience.or.kr/article/JAKO201814446221144.page,Korean,Review,"Shim, Yun-Jin//Jung, Gyu-Jong//Eo, Yang-joon//Ryu, YoonJin//Park, Hyun-Kyung//Kim, Dong-Hwan//Cho, Young-Ho//Yoon, Ju-Duk//Woo, Seung-Hyun//Park, Su-Gon//Jang, Eun-Hye//Chu, Yunsoo//Park, Yongsu",2018,Journal of the Korea Society of Environmental Restoration Technology,21,2,77-85,South Korea,Asia,4,South Korea,Asia,155 4,0
179,155,NA,NA,http://koreascience.or.kr/article/JAKO201814446221144.page,http://koreascience.or.kr/article/JAKO201814446221144.page,Korean,Review,"Shim, Yun-Jin//Jung, Gyu-Jong//Eo, Yang-joon//Ryu, YoonJin//Park, Hyun-Kyung//Kim, Dong-Hwan//Cho, Young-Ho//Yoon, Ju-Duk//Woo, Seung-Hyun//Park, Su-Gon//Jang, Eun-Hye//Chu, Yunsoo//Park, Yongsu",2018,Journal of the Korea Society of Environmental Restoration Technology,21,2,77-85,South Korea,Asia,5,South Korea,Asia,155 5,0
180,155,NA,NA,http://koreascience.or.kr/article/JAKO201814446221144.page,http://koreascience.or.kr/article/JAKO201814446221144.page,Korean,Review,"Shim, Yun-Jin//Jung, Gyu-Jong//Eo, Yang-joon//Ryu, YoonJin//Park, Hyun-Kyung//Kim, Dong-Hwan//Cho, Young-Ho//Yoon, Ju-Duk//Woo, Seung-Hyun//Park, Su-Gon//Jang, Eun-Hye//Chu, Yunsoo//Park, Yongsu",2018,Journal of the Korea Society of Environmental Restoration Technology,21,2,77-85,South Korea,Asia,6,South Korea,Asia,155 6,0
181,155,NA,NA,http://koreascience.or.kr/article/JAKO201814446221144.page,http://koreascience.or.kr/article/JAKO201814446221144.page,Korean,Review,"Shim, Yun-Jin//Jung, Gyu-Jong//Eo, Yang-joon//Ryu, YoonJin//Park, Hyun-Kyung//Kim, Dong-Hwan//Cho, Young-Ho//Yoon, Ju-Duk//Woo, Seung-Hyun//Park, Su-Gon//Jang, Eun-Hye//Chu, Yunsoo//Park, Yongsu",2018,Journal of the Korea Society of Environmental Restoration Technology,21,2,77-85,South Korea,Asia,7,South Korea,Asia,155 7,0
182,155,NA,NA,http://koreascience.or.kr/article/JAKO201814446221144.page,http://koreascience.or.kr/article/JAKO201814446221144.page,Korean,Review,"Shim, Yun-Jin//Jung, Gyu-Jong//Eo, Yang-joon//Ryu, YoonJin//Park, Hyun-Kyung//Kim, Dong-Hwan//Cho, Young-Ho//Yoon, Ju-Duk//Woo, Seung-Hyun//Park, Su-Gon//Jang, Eun-Hye//Chu, Yunsoo//Park, Yongsu",2018,Journal of the Korea Society of Environmental Restoration Technology,21,2,77-85,South Korea,Asia,8,South Korea,Asia,155 8,0
183,155,NA,NA,http://koreascience.or.kr/article/JAKO201814446221144.page,http://koreascience.or.kr/article/JAKO201814446221144.page,Korean,Review,"Shim, Yun-Jin//Jung, Gyu-Jong//Eo, Yang-joon//Ryu, YoonJin//Park, Hyun-Kyung//Kim, Dong-Hwan//Cho, Young-Ho//Yoon, Ju-Duk//Woo, Seung-Hyun//Park, Su-Gon//Jang, Eun-Hye//Chu, Yunsoo//Park, Yongsu",2018,Journal of the Korea Society of Environmental Restoration Technology,21,2,77-85,South Korea,Asia,9,South Korea,Asia,155 9,0
184,155,NA,NA,http://koreascience.or.kr/article/JAKO201814446221144.page,http://koreascience.or.kr/article/JAKO201814446221144.page,Korean,Review,"Shim, Yun-Jin//Jung, Gyu-Jong//Eo, Yang-joon//Ryu, YoonJin//Park, Hyun-Kyung//Kim, Dong-Hwan//Cho, Young-Ho//Yoon, Ju-Duk//Woo, Seung-Hyun//Park, Su-Gon//Jang, Eun-Hye//Chu, Yunsoo//Park, Yongsu",2018,Journal of the Korea Society of Environmental Restoration Technology,21,2,77-85,South Korea,Asia,10,South Korea,Asia,155 10,0
185,155,NA,NA,http://koreascience.or.kr/article/JAKO201814446221144.page,http://koreascience.or.kr/article/JAKO201814446221144.page,Korean,Review,"Shim, Yun-Jin//Jung, Gyu-Jong//Eo, Yang-joon//Ryu, YoonJin//Park, Hyun-Kyung//Kim, Dong-Hwan//Cho, Young-Ho//Yoon, Ju-Duk//Woo, Seung-Hyun//Park, Su-Gon//Jang, Eun-Hye//Chu, Yunsoo//Park, Yongsu",2018,Journal of the Korea Society of Environmental Restoration Technology,21,2,77-85,South Korea,Asia,11,South Korea,Asia,155 11,0
186,155,NA,NA,http://koreascience.or.kr/article/JAKO201814446221144.page,http://koreascience.or.kr/article/JAKO201814446221144.page,Korean,Review,"Shim, Yun-Jin//Jung, Gyu-Jong//Eo, Yang-joon//Ryu, YoonJin//Park, Hyun-Kyung//Kim, Dong-Hwan//Cho, Young-Ho//Yoon, Ju-Duk//Woo, Seung-Hyun//Park, Su-Gon//Jang, Eun-Hye//Chu, Yunsoo//Park, Yongsu",2018,Journal of the Korea Society of Environmental Restoration Technology,21,2,77-85,South Korea,Asia,12,South Korea,Asia,155 12,1
187,151,NA,NA,http://koreascience.or.kr/article/JAKO201319069164077.page,http://koreascience.or.kr/article/JAKO201319069164077.page,Korean,Journal article,Sim Hee Han//Hye Jin Kang//Gil Nam Kim//Du Hyun Kim,2013,Journal of Korean Society of Forest Science,102,1,136-142,South Korea,Asia,1,South Korea,Asia,151 1,1
188,151,NA,NA,http://koreascience.or.kr/article/JAKO201319069164077.page,http://koreascience.or.kr/article/JAKO201319069164077.page,Korean,Journal article,Sim Hee Han//Hye Jin Kang//Gil Nam Kim//Du Hyun Kim,2013,Journal of Korean Society of Forest Science,102,1,136-142,South Korea,Asia,2,South Korea,Asia,151 2,0
189,151,NA,NA,http://koreascience.or.kr/article/JAKO201319069164077.page,http://koreascience.or.kr/article/JAKO201319069164077.page,Korean,Journal article,Sim Hee Han//Hye Jin Kang//Gil Nam Kim//Du Hyun Kim,2013,Journal of Korean Society of Forest Science,102,1,136-142,South Korea,Asia,3,South Korea,Asia,151 3,0
190,151,NA,NA,http://koreascience.or.kr/article/JAKO201319069164077.page,http://koreascience.or.kr/article/JAKO201319069164077.page,Korean,Journal article,Sim Hee Han//Hye Jin Kang//Gil Nam Kim//Du Hyun Kim,2013,Journal of Korean Society of Forest Science,102,1,136-142,South Korea,Asia,4,South Korea,Asia,151 4,1
191,149,NA,NA,http://www.koreascience.or.kr/article/JAKO201034952231621.pub,http://www.koreascience.or.kr/article/JAKO201034952231621.pub,Korean,Journal article,Su-Gwang Lee//Hoduck Kang//LEE SONGHEE?3,2010,Journal of Korean Society of Forest Science,99,4,618-624,South Korea,Asia,1,South Korea,Asia,149 1,1
192,149,NA,NA,http://www.koreascience.or.kr/article/JAKO201034952231621.pub,http://www.koreascience.or.kr/article/JAKO201034952231621.pub,Korean,Journal article,Su-Gwang Lee//Hoduck Kang//LEE SONGHEE?3,2010,Journal of Korean Society of Forest Science,99,4,618-624,South Korea,Asia,2,South Korea,Asia,149 2,0
193,149,NA,NA,http://www.koreascience.or.kr/article/JAKO201034952231621.pub,http://www.koreascience.or.kr/article/JAKO201034952231621.pub,Korean,Journal article,Su-Gwang Lee//Hoduck Kang//LEE SONGHEE?3,2010,Journal of Korean Society of Forest Science,99,4,618-624,South Korea,Asia,3,South Korea,Asia,149 3,1
194,147,NA,NA,https://www.koreascience.or.kr/article/JAKO201034952232600.page,https://www.koreascience.or.kr/article/JAKO201034952232600.page,Korean,Journal article,Su-Gwang Lee//Song-Hee Lee//Kwang-Woo Park//Yeong-Han Kwon//Hoduck Kang,2010,Journal of Korean Society of Forest Science,99,6,871-877,South Korea,Asia,1,South Korea,Asia,147 1,1
195,147,NA,NA,https://www.koreascience.or.kr/article/JAKO201034952232600.page,https://www.koreascience.or.kr/article/JAKO201034952232600.page,Korean,Journal article,Su-Gwang Lee//Song-Hee Lee//Kwang-Woo Park//Yeong-Han Kwon//Hoduck Kang,2010,Journal of Korean Society of Forest Science,99,6,871-877,South Korea,Asia,2,South Korea,Asia,147 2,0
196,147,NA,NA,https://www.koreascience.or.kr/article/JAKO201034952232600.page,https://www.koreascience.or.kr/article/JAKO201034952232600.page,Korean,Journal article,Su-Gwang Lee//Song-Hee Lee//Kwang-Woo Park//Yeong-Han Kwon//Hoduck Kang,2010,Journal of Korean Society of Forest Science,99,6,871-877,South Korea,Asia,3,South Korea,Asia,147 3,0
197,147,NA,NA,https://www.koreascience.or.kr/article/JAKO201034952232600.page,https://www.koreascience.or.kr/article/JAKO201034952232600.page,Korean,Journal article,Su-Gwang Lee//Song-Hee Lee//Kwang-Woo Park//Yeong-Han Kwon//Hoduck Kang,2010,Journal of Korean Society of Forest Science,99,6,871-877,South Korea,Asia,4,South Korea,Asia,147 4,0
198,147,NA,NA,https://www.koreascience.or.kr/article/JAKO201034952232600.page,https://www.koreascience.or.kr/article/JAKO201034952232600.page,Korean,Journal article,Su-Gwang Lee//Song-Hee Lee//Kwang-Woo Park//Yeong-Han Kwon//Hoduck Kang,2010,Journal of Korean Society of Forest Science,99,6,871-877,South Korea,Asia,5,South Korea,Asia,147 5,1
199,2,43.05,141.15,https://www.jstage.jst.go.jp/article/jjfs/97/5/97_225/_pdf/-char/en,https://www.jstage.jst.go.jp/article/jjfs/97/5/97_225/_pdf/-char/en,Japanese,Journal article,Takuma Kudo// Takashi Suzuki,2015,Journal of the Japanese Forest Society,97,5,225-231,Japan,Asia,1,Japan,Asia,2 1,1
